schoolnr,pupilnr,iq_verb,iq_perf,sex,minority,repeatgr,aritpret,classnr,aritpost,langpret,langpost,ses,denomina,schoolse,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz
36,367020,12.5,10.66667,0,0,1,10,3680,16,31,36,38,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367021,12.5,8.33333,1,0,0,11,3680,16,35,46,28,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367023,12.5,10,1,0,0,10,3680,15,44,45,30,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367024,12.5,13,1,0,0,14,3680,16,36,39,37,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367025,11,11.66667,1,0,0,8,3680,10,38,36,40,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367026,10.5,10,1,0,0,11,3680,12,36,33,30,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367028,11,9.66667,0,0,0,8,3680,16,31,28,40,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
36,367029,12,10.33333,1,0,0,13,3680,13,34,35,20,3,20,2.85714,0,2,2,0,0,20,3.33333,29,29
38,387001,11,12.66667,0,0,0,11,3880,9,29,42,50,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387002,10,14.33333,1,0,0,14,3880,23,36,42,40,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387003,9.5,12.66667,1,0,0,7,3880,7,28,34,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387004,9.5,11.33333,0,0,0,10,3880,13,40,47,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387005,10,12.66667,0,0,0,17,3880,23,36,43,47,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387006,11,10,0,0,0,9,3880,24,39,45,47,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387007,12,10.66667,1,0,0,12,3880,16,44,53,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387008,12,11.33333,1,0,0,10,3880,19,40,53,40,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387009,12,10,1,0,1,10,3880,11,32,42,30,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387010,11,8.33333,0,0,0,8,3880,17,36,40,30,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387011,12.5,10.66667,1,0,0,14,3880,23,41,50,45,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387012,12.5,9.33333,0,0,0,10,3880,21,39,41,23,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387013,9,6.33333,0,0,0,11,3880,16,31,35,30,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387015,13,10.33333,0,0,0,15,3880,19,41,42,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387016,13,11.33333,1,0,1,13,3880,16,42,52,25,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387017,9,10.33333,0,0,1,14,3880,13,31,26,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387018,12,8.33333,0,0,0,9,3880,10,35,39,23,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387019,8,7.66667,0,0,1,11,3880,12,28,33,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387020,13.5,8.66667,1,0,0,12,3880,18,41,50,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387021,10,12.33333,0,0,0,14,3880,24,35,38,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387022,13.5,14.66667,0,0,0,17,3880,30,41,45,23,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387023,14.5,12.33333,0,0,0,14,3880,23,41,43,33,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387024,12,13.66667,1,0,0,11,3880,17,38,41,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387025,10.5,7.66667,1,0,0,13,3880,11,27,36,25,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387026,12,11,1,0,0,15,3880,14,41,38,30,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387027,9.5,8.33333,0,0,0,6,3880,7,27,31,20,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387028,15.5,9.66667,1,0,0,12,3880,17,38,53,37,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
38,387031,13.5,12,0,0,1,11,3880,15,35,35,17,2,18,3.28571,1,1.9,1.83333,0,2,14,3,31,31
40,407102,11.5,12,0,0,0,15,4081,25,31,41,45,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407103,9,9.33333,0,0,0,13,4081,17,30,27,40,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407104,10,9.33333,0,0,0,9,4081,27,34,30,50,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407105,12.5,12.66667,0,0,0,15,4081,26,40,48,50,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407106,12,9.66667,0,0,0,14,4081,23,34,36,40,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407107,9.5,9,0,0,0,11,4081,14,25,30,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407108,11.5,9.33333,0,0,0,7,4081,11,17,18,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407110,12.5,10.33333,0,0,1,10,4081,24,30,34,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407111,13,12,0,0,0,17,4081,28,40,49,50,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407112,12.5,11.33333,0,0,0,16,4081,18,41,44,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407113,15.5,13.66667,0,0,0,16,4081,25,35,50,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407114,14,7.66667,1,0,0,14,4081,20,42,51,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407115,13.5,10.66667,1,0,0,14,4081,29,37,50,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407116,14,10.66667,1,0,0,15,4081,29,40,50,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407118,12,8,1,0,0,10,4081,16,41,44,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407119,13,9.33333,1,0,0,14,4081,25,46,48,40,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407120,9.5,8.33333,1,0,0,9,4081,11,21,26,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407121,13.5,8.66667,1,0,0,17,4081,26,44,50,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407122,15,8.66667,1,0,0,17,4081,27,41,52,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407123,12.5,7.66667,1,0,0,14,4081,25,38,46,50,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407124,13.5,9,1,0,0,15,4081,26,38,50,40,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407125,11,7.33333,1,0,0,8,4081,16,33,36,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407126,11,10.33333,1,0,0,17,4081,27,34,44,40,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407127,11.5,6.66667,1,0,0,14,4081,9,28,35,20,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407128,12.5,9,1,0,0,8,4081,17,27,20,30,3,23,2.85714,0,1.8,1.66667,0,0,10,2.33333,28,28
40,407201,11,11,0,0,1,13,4082,21,27,36,28,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407202,12.5,12.33333,0,0,0,20,4082,28,36,42,23,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407203,13,13.66667,0,0,0,17,4082,28,38,43,30,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407204,11.5,8.66667,0,0,1,13,4082,23,27,35,45,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407205,16.5,16,0,0,0,19,4082,29,48,45,45,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407206,15.5,13.33333,1,0,0,16,4082,29,44,50,28,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407207,13.5,9.66667,1,0,0,14,4082,21,38,49,18,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407209,12.5,10.66667,1,0,0,15,4082,24,41,51,28,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407210,15,13,1,0,0,14,4082,28,42,53,20,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
40,407211,10,13.66667,1,0,0,17,4082,29,38,48,18,3,23,2.85714,0,1.8,1.66667,1,0,10,3,11,11
41,417001,11.5,11,0,1,0,16,4180,28,38,38,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417002,13,9,0,0,0,12,4180,21,37,40,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417003,12.5,10.66667,1,0,0,16,4180,11,44,31,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417004,10.5,10.33333,1,0,0,11,4180,11,31,38,30,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417005,11,12,0,0,0,18,4180,26,33,29,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417006,15,12,1,0,0,16,4180,23,45,52,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417007,15,12.33333,0,0,0,17,4180,28,38,41,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417009,13,15.33333,0,0,0,14,4180,28,38,48,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417010,15.5,10.33333,1,0,0,13,4180,25,38,50,20,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417012,11.5,8.33333,0,0,0,11,4180,18,42,37,15,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417014,11,12.33333,0,1,0,9,4180,16,34,30,10,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417015,10,11.33333,1,0,1,7,4180,11,28,28,15,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
41,417017,9.5,11,0,1,0,9,4180,14,20,30,10,2,11,2.85714,0,1.9,2,0,33,19,2.66667,18,18
42,427001,11.5,13.33333,0,0,0,10,4280,25,37,45,28,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427002,11.5,10.33333,0,0,1,6,4280,13,25,25,38,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427003,14.5,12.33333,1,0,0,14,4280,20,39,49,43,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427004,12,10.66667,1,0,0,12,4280,20,24,30,40,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427005,12.5,12.33333,0,0,0,14,4280,25,33,35,40,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427006,9.5,10,0,0,0,9,4280,9,25,18,30,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427008,11,8,1,0,0,10,4280,12,33,39,20,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427009,10,8.66667,0,0,0,8,4280,8,28,20,20,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427010,14.5,11,1,0,0,10,4280,19,40,47,30,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427011,11,10.33333,1,0,0,14,4280,18,28,34,38,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427012,13,8.66667,0,0,0,14,4280,23,37,45,48,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427013,11.5,7.66667,1,0,0,8,4280,15,36,31,20,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427014,11.5,7.33333,1,0,0,13,4280,13,37,38,25,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
42,427015,11.5,10.33333,1,0,0,14,4280,10,23,38,25,3,24,3.14286,0,1.9,1.83333,1,0,16,2.66667,21,15
44,447001,11,9.66667,0,0,1,8,4480,13,27,26,15,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447002,11.5,11.66667,1,0,0,10,4480,19,37,43,25,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447004,10.5,14,1,1,0,13,4480,13,38,34,18,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447005,11.5,11,0,0,0,8,4480,14,39,39,18,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447006,10.5,13,0,1,1,11,4480,22,31,36,10,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447008,12.5,11.33333,0,0,0,13,4480,21,35,46,17,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447009,11,13.33333,0,0,0,18,4480,21,27,38,25,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447010,11,9,0,0,0,8,4480,14,26,25,18,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447011,9.5,11.66667,1,0,0,9,4480,17,27,23,18,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447012,12.5,7.33333,0,0,0,16,4480,11,34,38,25,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447013,12.5,12,1,0,0,16,4480,27,45,53,25,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447014,10,9.66667,0,0,0,12,4480,21,31,31,17,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447015,10.5,13.33333,0,0,0,13,4480,17,40,45,20,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447016,11.5,13.66667,0,0,0,11,4480,20,34,43,20,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
44,447017,12,14.66667,0,0,0,17,4480,24,33,26,18,3,14,2.85714,0,2.4,2.16667,1,20,16,2.66667,25,16
47,477002,10.5,8.66667,0,0,0,6,4780,4,23,29,17,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477004,7,6,0,0,1,10,4780,11,15,15,18,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477005,10,9.33333,0,0,0,10,4780,8,32,29,20,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477006,11,10.33333,0,0,0,12,4780,19,27,20,10,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477007,4.5,9,1,1,0,5,4780,5,15,23,10,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477009,6,8.66667,1,1,2,8,4780,9,15,27,20,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477011,10,10,0,1,1,7,4780,6,15,22,25,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
47,477012,7.5,6.33333,0,1,1,6,4780,5,22,23,25,3,11,2.85714,0,2.11111,1.83333,1,8,13,2.66667,15,15
48,487002,12.5,8.33333,0,0,1,7,4880,7,37,44,30,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487005,9,13.33333,0,1,1,8,4880,19,20,25,10,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487006,10.5,9.66667,0,1,1,9,4880,9,28,30,17,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487007,12,9,1,0,0,10,4880,5,33,32,25,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487008,11,8,1,0,0,8,4880,5,33,35,10,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487010,8.5,9.66667,1,0,0,10,4880,12,28,32,20,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487011,12,9.33333,1,0,0,2,4880,2,27,28,10,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487012,13.5,11,1,0,1,9,4880,11,33,37,30,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487013,13,12.66667,1,0,0,13,4880,23,38,46,10,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487014,12.5,15,1,0,0,13,4880,29,42,52,27,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
48,487020,10,12.66667,1,1,0,9,4880,16,36,40,10,2,16,3.42857,0,1.6,1.5,0,25,20,2,19,19
49,497001,13,13.33333,1,1,0,14,4980,25,44,51,50,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497002,10.5,10,1,0,0,11,4980,16,37,46,25,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497003,8,7.66667,1,0,0,8,4980,5,18,18,17,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497004,8.5,7,1,1,0,5,4980,5,29,32,17,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497005,13.5,11.66667,1,1,0,15,4980,23,32,41,50,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497006,13.5,11,1,0,0,11,4980,19,39,46,50,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497008,9,9.33333,1,0,0,8,4980,7,29,25,17,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497010,11,9.66667,0,0,1,10,4980,12,16,21,20,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
49,497011,11.5,11,0,0,0,9,4980,16,34,31,27,1,11,2.71429,0,1.4,1.33333,1,40,27,2,28,12
52,527001,10.5,9.33333,0,0,0,13,5280,14,29,25,13,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527002,10.5,9.66667,0,1,1,11,5280,14,31,28,10,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527005,13.5,11.66667,1,0,0,14,5280,19,35,39,30,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527006,11,9.66667,0,0,0,8,5280,17,25,25,45,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527009,14.5,14.33333,0,0,0,17,5280,28,46,49,43,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527010,11,8.66667,0,0,1,9,5280,11,35,34,18,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527011,15.5,12.33333,0,0,1,17,5280,22,34,36,20,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527012,10.5,9.33333,0,0,0,10,5280,9,26,19,13,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527013,11,12.66667,0,0,0,13,5280,23,40,48,28,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527014,11.5,10,0,0,1,11,5280,10,30,22,15,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527015,17,16.33333,0,0,0,20,5280,28,42,47,35,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527017,12.5,10,1,0,0,18,5280,27,36,47,15,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527018,12,11.33333,1,0,0,11,5280,16,35,44,20,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527019,12,9,1,0,0,10,5280,12,30,35,20,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527020,17,11.66667,1,0,0,16,5280,21,45,43,33,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527021,7,10,1,0,0,9,5280,13,29,38,10,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527022,13.5,12.66667,1,0,0,15,5280,15,41,44,15,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527024,11.5,15,1,0,0,14,5280,20,40,37,25,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527025,13,8.33333,1,0,0,11,5280,19,29,44,35,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527026,11,11.33333,1,0,1,8,5280,12,25,32,15,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
52,527027,13.5,9.33333,1,0,0,9,5280,17,37,42,40,3,21,3.28571,0,2,2,0,4,8,3.66667,27,27
54,547001,11,12,0,0,0,11,5480,12,39,36,43,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547002,12.5,11.66667,1,0,0,6,5480,20,36,42,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547003,11.5,8.66667,1,0,1,10,5480,18,41,50,37,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547004,12,13.66667,1,0,0,19,5480,26,45,52,48,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547005,11,10,1,0,0,15,5480,23,42,46,30,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547006,15.5,14,1,0,0,18,5480,25,46,55,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547007,12.5,9.66667,1,0,0,17,5480,29,40,50,40,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547008,11.5,14.33333,0,0,0,12,5480,29,38,42,45,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547009,14.5,14,0,0,0,19,5480,29,47,54,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547010,15.5,13.33333,1,0,0,18,5480,27,47,50,40,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547011,15,12.66667,0,0,0,12,5480,21,45,53,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547012,13,15,1,0,0,19,5480,28,45,49,40,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547013,13.5,9.33333,0,0,0,13,5480,20,38,49,40,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547014,11.5,11.33333,1,0,0,12,5480,22,45,51,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547016,15.5,11.66667,0,0,0,16,5480,15,40,54,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547017,13.5,14,1,0,0,11,5480,21,39,53,40,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547018,13,15,0,0,0,15,5480,24,43,46,43,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547019,10.5,12,0,0,1,14,5480,13,33,34,33,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547020,13,11.33333,1,0,0,15,5480,18,37,47,43,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547021,12,13.66667,0,0,0,15,5480,23,38,42,17,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547022,18,11.66667,1,0,0,14,5480,26,48,51,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547023,13,11,0,0,0,12,5480,16,36,44,43,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547024,13,9.66667,1,0,0,9,5480,12,29,36,20,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547025,13.5,13,0,0,0,13,5480,25,36,40,20,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547026,16.5,12.66667,1,0,0,14,5480,25,36,50,45,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547027,10.5,9.33333,0,0,0,9,5480,9,34,23,45,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547028,13,14.33333,1,0,0,17,5480,26,39,51,50,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547029,11.5,8.66667,1,0,0,16,5480,24,39,45,45,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547030,11.5,9.33333,0,0,0,14,5480,19,32,44,43,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547031,11.5,10.33333,1,0,0,10,5480,19,41,34,38,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
54,547032,12,12.33333,1,0,0,14,5480,19,44,48,35,1,23,3.42857,0,1.4,1.33333,0,0,16,3.33333,32,32
55,557001,7,8.66667,0,0,1,10,5580,9,23,37,40,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557002,10.5,10.66667,0,0,0,15,5580,24,32,39,28,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557003,15.5,15,1,0,0,20,5580,30,46,54,50,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557004,12.5,13.33333,0,0,0,16,5580,25,42,46,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557005,14.5,10,1,0,0,19,5580,28,43,54,45,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557006,11,13,0,0,0,17,5580,25,35,44,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557007,12.5,13.66667,1,0,0,15,5580,23,36,40,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557008,10,8.66667,1,0,1,14,5580,15,34,31,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557009,11,11,0,0,0,14,5580,21,35,46,50,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557010,9.5,8.66667,1,0,1,10,5580,9,29,23,20,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557011,16,12.33333,1,0,0,15,5580,29,41,52,50,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557012,13.5,11.66667,0,0,1,17,5580,21,42,44,38,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557013,13,9.33333,0,0,0,13,5580,18,37,40,45,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557014,12.5,10,0,0,1,9,5580,18,37,37,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557015,11.5,10.33333,0,0,1,8,5580,17,38,38,27,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557016,7,11.66667,1,0,0,13,5580,18,28,34,20,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557017,17.5,15,0,0,0,15,5580,28,46,51,45,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557018,9.5,13.66667,0,0,0,17,5580,24,35,40,43,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557019,12,9.33333,1,0,0,11,5580,9,26,39,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557020,12.5,10.66667,0,0,1,17,5580,24,31,23,10,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557021,10.5,11.66667,0,0,0,13,5580,23,35,39,30,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557022,15.5,10.33333,1,0,0,15,5580,28,46,44,40,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
55,557023,12.5,13.33333,1,0,0,14,5580,28,37,42,40,2,26,3.14286,0,1.8,1.66667,0,0,11,3,32,32
